ID;chromosome;Start_coord;End_coord;Blood;SC_Fat;Muscle;Gene_centric;CGI_centric;Pval;Pval_corrected
cg02771464;chr22;19108494;19108494;.809884375;.543245154;.310771702;Gene body;CGI Shore;1.17E-16;1
cg02772910;chr22;31499618;31499618;.734367735;.736183477;.729411073;Gene body;CGI Shore;.970377524;0
cg02774160;chr22;24979633;24979633;.867429028;.673245342;.568398083;Proximal promoter;Non CGI;1.92E-09;1
cg02774935;chr22;22090816;22090816;.515524684;.575610019;.741761514;Proximal promoter;CpG islands;3.73E-07;1
cg02775404;chr22;49717382;49717382;.764514882;.639034729;.695250945;Intergenic;CGI Shore;.000506888;0
cg02775765;chr22;46657446;46657446;.818479687;.852566443;.865800085;Gene body;CGI Shore;.009265527;0
cg02776313;chr22;50965782;50965782;.713908099;.665762982;.672677467;Proximal promoter;CpG islands;.018465167;0
cg02792538;chr22;38477085;38477085;.192121233;.156084229;.120461412;Gene body;CpG islands;.000189898;0
cg02801583;chr22;45809602;45809602;.038408615;.031320278;.048292173;Proximal promoter;CpG islands;.027009801;0
cg02801645;chr22;24059735;24059735;.078498951;.085824836;.132919136;Proximal promoter;CGI Shore;6.17E-05;0
cg02803775;chr22;41937252;41937252;.846611832;.637887315;.545576548;Gene body;CGI Shelf;6.45E-09;1
cg02804028;chr22;31031786;31031786;.101564867;.118696733;.089766457;Proximal promoter;CpG islands;.542714771;0
cg02814719;chr22;24200184;24200184;.036409204;.03944735;.048173228;Proximal promoter;CpG islands;.033389823;0
cg02819010;chr22;20127236;20127236;.819431811;.864590013;.894166969;Gene body;CGI Shelf;1.92E-05;0
cg02821150;chr22;19007132;19007132;.901622042;.925589407;.929509716;Gene body;Non CGI;.047618603;0
cg02825985;chr22;49579410;49579410;.582928539;.538080109;.456600077;Intergenic;CGI Shore;.000114367;0
cg02836840;chr22;24115022;24115022;.050762958;.054366117;.046712855;Proximal promoter;CpG islands;.47200793;0
cg02839123;chr22;40390264;40390264;.145436683;.326437539;.662861419;Proximal promoter;CGI Shore;4.76E-14;1
cg02839802;chr22;38963969;38963969;.849869076;.789018614;.492394161;Gene body;CGI Shore;2.41E-09;1
cg02842158;chr22;50943720;50943720;.851812151;.857089696;.871026816;Gene body;CGI Shore;.028104391;0
cg02843667;chr22;50470022;50470022;.774779236;.780475329;.716965462;Intergenic;CpG islands;.00241775;0
cg02852651;chr22;39783604;39783604;.86331399;.879646791;.884266946;Downstream;CGI Shore;.002361977;0
cg02862454;chr22;51109466;51109466;.757172062;.719133088;.677906447;Distal promoter;CGI Shelf;.004017963;0
cg02866761;chr22;17565664;17565664;.096214542;.102957944;.139482241;Proximal promoter;CpG islands;.047554648;0
cg02869649;chr22;45403700;45403700;.083707602;.097693465;.059007152;Gene body;CpG islands;.120323894;0
cg02869653;chr22;39352432;39352432;.918973717;.919667346;.915539408;Proximal promoter;Non CGI;.872520974;0
cg02875953;chr22;24989212;24989212;.106131714;.104308561;.090844396;Proximal promoter;CpG islands;.102405146;0
cg02877808;chr22;24236438;24236438;.032210718;.035268996;.027792521;Proximal promoter;CpG islands;.300192176;0
cg02879960;chr22;50483545;50483545;.158180099;.570033944;.620328982;Intergenic;CpG islands;1.05E-14;1
cg02881369;chr22;36013307;36013307;.770062465;.820842416;.39506974;Proximal promoter;Non CGI;2.4E-13;1
cg02882774;chr22;42486499;42486499;.076747443;.083087754;.084847471;Proximal promoter;CpG islands;.404363876;0
cg02885464;chr22;19554489;19554489;.735524911;.638115343;.692445655;Proximal promoter;CGI Shore;.013961459;0
cg02885922;chr22;47078434;47078434;.892318749;.902017436;.847314502;Downstream;CGI Shelf;.00451204;0
cg02887841;chr22;19744670;19744670;.063827426;.07134999;.200908447;Proximal promoter;CpG islands;2.77E-05;0
cg02891914;chr22;25777552;25777552;.890585693;.913019535;.917320596;Proximal promoter;Non CGI;.058147873;0
cg02893180;chr22;50919493;50919493;.090875239;.049878999;.03262406;Proximal promoter;CpG islands;.003371154;0
cg02895051;chr22;47557884;47557884;.784597463;.750282055;.792576478;Gene body;CGI Shore;.002259691;0
cg02895639;chr22;48970993;48970993;.163664775;.168582995;.178413898;Proximal promoter;CpG islands;.329823383;0
cg02899253;chr22;46438704;46438704;.822397799;.736123858;.645804639;Gene body;CGI Shore;5.4E-06;1
cg02905830;chr22;48970871;48970871;.108875615;.099917022;.102388509;Proximal promoter;CpG islands;.891531937;0
cg02906863;chr22;22275386;22275386;.818023303;.781125542;.809244652;Gene body;Non CGI;.017770966;0
cg02911509;chr22;44568770;44568770;.29365997;.634079075;.436956194;Proximal promoter;Non CGI;6.44E-09;1
cg02912279;chr22;25343683;25343683;.839263111;.861938122;.878976481;Distal promoter;Non CGI;.01159909;0
cg02917246;chr22;19138475;19138475;.249715573;.24554442;.24283322;Proximal promoter;CpG islands;.884358802;0
cg02917321;chr22;38215204;38215204;.377778174;.309651415;.513324415;Distal promoter;CGI Shore;3.82E-05;0
cg02917540;chr22;38882364;38882364;.886860715;.872819162;.852059193;Gene body;Non CGI;.012003228;0
cg02919572;chr22;28196421;28196421;.12170179;.089078834;.066757751;Gene body;CpG islands;.016245373;0
cg02919997;chr22;42310476;42310476;.072964039;.081553331;.084490697;Proximal promoter;CpG islands;.222964318;0
cg02922601;chr22;45680676;45680676;.13247293;.11952768;.10199503;Proximal promoter;CpG islands;.097140134;0
cg02923264;chr22;30901647;30901647;.249437598;.199128687;.110339931;Proximal promoter;CpG islands;.002692534;0
cg02923302;chr22;24104820;24104820;.843565802;.833486519;.849036612;Proximal promoter;Non CGI;.587093473;0
cg02924370;chr22;28014314;28014314;.729849832;.752752395;.792622545;Intergenic;CGI Shelf;4.15E-06;1
cg02927694;chr22;38077057;38077057;.739034018;.601857552;.637902947;Distal promoter;CGI Shelf;5.18E-06;1
cg02932390;chr22;26879615;26879615;.042216992;.058582321;.034905698;Proximal promoter;CpG islands;.389912264;0
cg02935298;chr22;43036734;43036734;.494935157;.698232186;.813662484;Proximal promoter;Non CGI;1.69E-09;1
cg02936854;chr22;24199972;24199972;.027568284;.027797961;.026050906;Proximal promoter;CpG islands;.733828076;0
cg02940070;chr22;43343608;43343608;.591920549;.602956632;.541258606;Proximal promoter;Non CGI;.92946029;0
cg02942316;chr22;42550485;42550485;.869375509;.87316006;.883394307;Distal promoter;CGI Shore;.492927731;0
cg02945266;chr22;22337468;22337468;.713001753;.561815614;.593285447;Proximal promoter;CGI Shore;.001708915;0
cg02948259;chr22;24988020;24988020;.750598235;.790408918;.864632146;Gene body;CGI Shore;2.11E-07;1
cg02948624;chr22;19743759;19743759;.119271409;.181851333;.412472479;Proximal promoter;CpG islands;7.26E-07;1
cg02949991;chr22;29977262;29977262;.073990097;.14045637;.110274298;Proximal promoter;CGI Shore;.000509031;0
cg02953144;chr22;21138859;21138859;.671467271;.670731184;.698252514;Gene body;Non CGI;.501676496;0
cg02954284;chr22;21367447;21367447;.77673505;.736385868;.62749849;Gene body;CGI Shore;5.22E-08;1
cg02957576;chr22;38851366;38851366;.079630658;.078202055;.080278327;Proximal promoter;CGI Shore;.978329724;0
cg02964102;chr22;23003332;23003332;.670569469;.761449682;.8112323;Intergenic;Non CGI;2.18E-06;1
cg02968276;chr22;29784813;29784813;.048704279;.052834569;.052266533;Proximal promoter;CGI Shore;.39993507;0
cg02972768;chr22;18271491;18271491;.962063388;.967191632;.973846524;Gene body;CGI Shelf;.120187772;0
cg02973057;chr22;31494860;31494860;.944483902;.769733151;.714452012;Gene body;CpG islands;2.61E-08;1
cg02975187;chr22;18512423;18512423;.866433763;.917948415;.715684752;Proximal promoter;Non CGI;3.82E-05;0
cg02978737;chr22;37216067;37216067;.672807017;.694174015;.807547439;Proximal promoter;CGI Shelf;5.37E-11;1
cg02983813;chr22;37663403;37663403;.170218276;.169847854;.154934401;Intergenic;Non CGI;.591418592;0
cg02986806;chr22;18893533;18893533;.116057048;.131501063;.121535443;Proximal promoter;CpG islands;.498381336;0
cg02992098;chr22;50008970;50008970;.818947267;.843084601;.867231361;Downstream;CpG islands;.088476636;0
cg02993533;chr22;46371786;46371786;.119356116;.127516521;.114580705;Gene body;CpG islands;.478623693;0
cg02994956;chr22;29876534;29876534;.346438411;.234753102;.14631228;Proximal promoter;CpG islands;3.02E-05;0
cg02995206;chr22;41777891;41777891;.088163316;.098137172;.085518189;Proximal promoter;CpG islands;.568467368;0
cg03005121;chr22;46933669;46933669;.15590634;.165860956;.163975247;Proximal promoter;CpG islands;.846226755;0
cg03007034;chr22;46068330;46068330;.134016306;.16232226;.140971903;Gene body;CpG islands;.353175135;0
cg03007121;chr22;43606073;43606073;.941911075;.970474087;.977500408;Gene body;CpG islands;.044075869;0
cg03007524;chr22;50620975;50620975;.890449899;.849350006;.846454085;Distal promoter;CGI Shelf;.000126081;0
cg03008834;chr22;43506528;43506528;.045032579;.045870814;.047569236;Proximal promoter;CpG islands;.838966158;0
cg03010792;chr22;20784277;20784277;.161216523;.402179282;.472844021;Gene body;CpG islands;1.98E-12;1
cg03012854;chr22;29834550;29834550;.687713724;.747474102;.736944907;Proximal promoter;Non CGI;.013346797;0
cg03013276;chr22;24058932;24058932;.524889041;.452788311;.555521833;Gene body;CGI Shore;.001273006;0
cg03014622;chr22;30901707;30901707;.240938284;.204012756;.17348673;Proximal promoter;CpG islands;.009093332;0
cg03015585;chr22;43523322;43523322;.871346063;.867956259;.885045561;Gene body;Non CGI;.109555815;0
cg03017264;chr22;42829748;42829748;.866202755;.846575741;.829235444;Proximal promoter;Non CGI;.024651526;0
cg03018796;chr22;37730664;37730664;.099046661;.071261958;.046927254;Intergenic;CpG islands;.050778606;0
cg03019505;chr22;26898513;26898513;.433285397;.510504802;.518212952;Gene body;CGI Shelf;.00139746;0
cg03023089;chr22;36806580;36806580;.373326406;.575716622;.428110243;Intergenic;CpG islands;8.19E-05;0
cg03025148;chr22;26936997;26936997;.901953597;.913457628;.922051793;Gene body;CpG islands;.049455906;0
cg03027661;chr22;29426832;29426832;.095653578;.23608621;.198771488;Gene body;CpG islands;7.37E-07;1
cg03028106;chr22;39269216;39269216;.15310181;.1600352;.169767365;Proximal promoter;CGI Shore;.800537447;0
cg03033257;chr22;50311977;50311977;.116612146;.127736165;.121399369;Proximal promoter;CpG islands;.463318878;0
cg03035826;chr22;40045846;40045846;.758031394;.717553294;.768859849;Gene body;CpG islands;.000532638;0
cg03036452;chr22;46663545;46663545;.111227102;.10078115;.096446199;Proximal promoter;CGI Shore;.046400822;0
cg03043822;chr22;25160098;25160098;.703136885;.684160164;.738477139;Proximal promoter;CpG islands;.246225911;0
cg03044735;chr22;25201891;25201891;.082134496;.090945281;.090220373;Proximal promoter;CGI Shore;.381223636;0
cg03047946;chr22;41258266;41258266;.809815316;.830095484;.832321952;Proximal promoter;Non CGI;.297916714;0
cg03052856;chr22;43578698;43578698;.798253117;.799073213;.769301716;Gene body;CGI Shelf;.00387667;0
cg03053346;chr22;38878715;38878715;.90956664;.922551536;.930168221;Gene body;Non CGI;.002644927;0
cg03064828;chr22;22307371;22307371;.106895213;.135889687;.111204305;Proximal promoter;CpG islands;.064753132;0
cg03065202;chr22;31687698;31687698;.054692626;.051196466;.048142167;Gene body;CGI Shore;.463038006;0
cg03068030;chr22;46688823;46688823;.753709801;.743397142;.858556373;Gene body;CGI Shelf;.002720459;0
cg03070533;chr22;35653394;35653394;.018078809;.020517673;.017286602;Proximal promoter;CpG islands;.578211194;0
cg03072628;chr22;31556357;31556357;.067469553;.075102548;.064739867;Proximal promoter;CpG islands;.460810734;0
cg03078006;chr22;37493737;37493737;.592075958;.521255459;.457650814;Gene body;CpG islands;.043414573;0
cg03078520;chr22;18463400;18463400;.209692115;.216207663;.182477022;Proximal promoter;Non CGI;.386435292;0
cg03082114;chr22;16377895;16377895;.623305465;.723831812;.710974385;Intergenic;CGI Shelf;.007295574;0
cg03085088;chr22;44288659;44288659;.87623964;.737468006;.762736715;Proximal promoter;CGI Shore;4.68E-08;1
cg03088328;chr22;50874154;50874154;.722294833;.703117705;.759203508;Gene body;CGI Shore;.005513373;0
cg03088955;chr22;39082202;39082202;.905167299;.903331288;.90124155;Gene body;CGI Shelf;.71656493;0
cg03090982;chr22;47424215;47424215;.874472631;.878637268;.88697206;Gene body;CpG islands;.392172469;0
cg03091668;chr22;24903402;24903402;.352300247;.429174429;.729537595;Gene body;Non CGI;9.9E-09;1
cg03092603;chr22;38712210;38712210;.090045067;.091394035;.089038335;Gene body;CGI Shore;.890577331;0
cg03093276;chr22;22002917;22002917;.90086667;.922375444;.92956317;Distal promoter;CGI Shelf;.000839284;0
cg03097190;chr22;32854361;32854361;.599768011;.710857001;.793423721;Proximal promoter;Non CGI;1.59E-06;1
cg03098375;chr22;32572348;32572348;.186109724;.182195403;.154699447;Intergenic;CpG islands;.107143424;0
cg03113700;chr22;45664617;45664617;.031939591;.042558611;.023518386;Intergenic;CpG islands;.211145695;0
cg03113871;chr22;31317787;31317787;.12835203;.100039428;.183848165;Proximal promoter;CGI Shore;.000633792;0
cg03116648;chr22;50192934;50192934;.749867153;.759771362;.800339516;Gene body;CGI Shelf;.003086967;0
cg03118854;chr22;44288155;44288155;.277324631;.222185635;.179202589;Proximal promoter;CGI Shore;.000216072;0
cg03123822;chr22;24199866;24199866;.024000912;.023280192;.023307806;Proximal promoter;CpG islands;.942070884;0
cg03125765;chr22;30686808;30686808;.532297511;.23753872;.573081379;Proximal promoter;CGI Shore;2.6E-09;1
cg03131358;chr22;42195972;42195972;.248499792;.230723793;.145574733;Proximal promoter;CpG islands;.006955573;0
cg03132166;chr22;40390753;40390753;.14342254;.150664551;.145779653;Proximal promoter;CpG islands;.738818795;0
cg03133266;chr22;23908776;23908776;.055805749;.053427841;.053721604;Intergenic;CpG islands;.925596351;0
cg03141856;chr22;39529323;39529323;.760255158;.851849831;.822675518;Gene body;Non CGI;1.76E-05;0
cg03143742;chr22;20792143;20792143;.025788891;.028571795;.023240976;Proximal promoter;CpG islands;.257296219;0
cg03149749;chr22;50741674;50741674;.74116989;.784871538;.817197016;Gene body;CGI Shelf;1.24E-05;0
cg03160045;chr22;41345978;41345978;.925403703;.935476471;.935814799;Proximal promoter;CGI Shore;.170132191;0
cg03162506;chr22;38580953;38580953;.627180786;.574226998;.789130852;Distal promoter;CGI Shelf;3.98E-05;0
cg03166514;chr22;20140818;20140818;.860946945;.865505515;.889836342;Distal promoter;CGI Shore;.041680478;0
cg03167954;chr22;29707782;29707782;.900484765;.592278322;.546939292;Gene body;CpG islands;4.45E-08;1
cg03171478;chr22;37572916;37572916;.402184474;.261734077;.232287018;Downstream;Non CGI;.016137587;0
cg03175417;chr22;20050298;20050298;.83041693;.736352245;.481439931;Gene body;Non CGI;1.09E-12;1
cg03178411;chr22;38970180;38970180;.837528276;.805700993;.807171044;Distal promoter;CGI Shelf;.003255895;0
cg03182874;chr22;41682465;41682465;.090338725;.100821242;.100924247;Proximal promoter;CpG islands;.130594504;0
cg03187444;chr22;33426343;33426343;.578146676;.655924899;.669563545;Gene body;Non CGI;.002849902;0
cg03193168;chr22;51159995;51159995;.791259824;.751080541;.441595602;Gene body;CpG islands;1.16E-11;1
cg03196739;chr22;48884463;48884463;.835946248;.873832837;.896131458;Proximal promoter;CGI Shore;.016742503;0
cg03198372;chr22;29468588;29468588;.220411077;.24660487;.205771983;Proximal promoter;CGI Shore;.118876413;0
cg03205258;chr22;19929274;19929274;.051781927;.068549206;.073117188;Proximal promoter;CpG islands;.865918261;0
cg03207265;chr22;43164543;43164543;.802303205;.682663111;.679448766;Intergenic;CGI Shore;1.62E-06;1
cg03211283;chr22;31893096;31893096;.098375371;.109440099;.192607415;Gene body;CpG islands;2.35E-06;1
cg03211381;chr22;36648423;36648423;.89316442;.90140412;.854273465;Proximal promoter;Non CGI;.000143679;0
cg03214297;chr22;38453296;38453296;.025928992;.024801441;.023982202;Proximal promoter;CpG islands;.820283678;0
cg03214697;chr22;30901532;30901532;.148309481;.141153526;.12730649;Proximal promoter;CpG islands;.262758149;0
cg03220797;chr22;25506763;25506763;.06688663;.053053715;.046608249;Gene body;CGI Shore;.000188803;0
cg03228516;chr22;38710725;38710725;.805198927;.457056669;.646432228;Gene body;CGI Shore;4.25E-12;1
cg03228943;chr22;19554053;19554053;.854379343;.693943397;.786965946;Proximal promoter;CpG islands;9.94E-08;1
cg03229183;chr22;22337332;22337332;.096609031;.118509783;.150607316;Proximal promoter;CpG islands;.01549744;0
cg03230757;chr22;26829758;26829758;.868931148;.883506086;.898153987;Gene body;CpG islands;.088862853;0
cg03231953;chr22;19716778;19716778;.776870363;.784616264;.747178773;Downstream;CGI Shore;.096334546;0
cg03249573;chr22;42764390;42764390;.440459633;.418641538;.505595608;Intergenic;CpG islands;.010131569;0
cg03259733;chr22;19435237;19435237;.043435028;.049329379;.044685729;Gene body;CpG islands;.143399442;0
cg03263514;chr22;19711036;19711036;.031445616;.42672251;.633609448;Proximal promoter;CpG islands;3.5E-14;1
cg03263929;chr22;37212906;37212906;.039567755;.031557604;.028585127;Gene body;CpG islands;.136814668;0
cg03264670;chr22;29196746;29196746;.016217845;.013062442;.017375617;Proximal promoter;CpG islands;.217134512;0
cg03264884;chr22;31556567;31556567;.028324342;.022975483;.024909832;Proximal promoter;CGI Shore;.279835149;0
cg03266200;chr22;50893041;50893041;.497991522;.493161275;.446744448;Gene body;CpG islands;.127292624;0
cg03269363;chr22;50007725;50007725;.851449834;.806512792;.455699139;Intergenic;CGI Shore;1.97E-14;1
cg03270374;chr22;49796990;49796990;.819986711;.863772272;.879469454;Intergenic;CGI Shore;.001679842;0
cg03270935;chr22;18957848;18957848;.0243582;.029668351;.023922774;Proximal promoter;CGI Shore;.319555776;0
cg03277496;chr22;36602341;36602341;.868261815;.88535765;.91038759;Proximal promoter;Non CGI;.000200056;0
cg03282993;chr22;17602259;17602259;.106558309;.086285668;.088813501;Proximal promoter;CpG islands;.109166187;0
cg03286467;chr22;41032802;41032802;.036152183;.038396284;.030232161;Proximal promoter;CpG islands;.636145552;0
cg03286967;chr22;46731241;46731241;.031110671;.035982687;.03051948;Proximal promoter;CGI Shore;.215039332;0
cg03288512;chr22;17178694;17178694;.843275137;.876170208;.886018145;Intergenic;CpG islands;.106410996;0
cg03290040;chr22;24110355;24110355;.11527095;.129089512;.105573881;Proximal promoter;CpG islands;.084124799;0
